,Term,ID,Subject,Catalog,Session,Location,Final_Letter,Final_Numeric,SPE_Letter,SPE_Numeric,NBME_Letter,NBME_Numeric,OSCE_Letter,OSCE_Numeric,Final_Letter2,SPE_Letter2,NBME_Letter2,OSCE_Letter2
186,5300,1741,SU,300,1A5,"Baystate Medical Center - Springfield, MA",P,2.4,Honors,3.21,Pass,71,Pass,63,Pass,Honors,Pass,Pass
187,5300,1741,NU,302,2A4,"Baystate Medical Center - Springfield, MA",H,88.2,High Honors,3.7,High Honors,86,Pass,14,Honors,High Honors,High Honors,Pass
188,5300,1741,ME,300B,2C5,"Baystate Medical Center - Springfield, MA",H,3.29,Honors,3.45,Pass,2.6,Honors,3,Honors,Honors,Pass,Honors
189,5100,1455,ME,300B,S1B,UMMHC-Memorial Campus,H,NA,Honors,3.48,Pass,2.5,Honors,3,Honors,Honors,Pass,Honors
190,5100,1455,NU,302,S1C,UMMHC-University Campus,H,NA,Honors,3.3,Honors,83,Honors,16,Honors,Honors,Honors,Honors
191,5100,1455,SU,300,S2A,Milford Regional Medical Center,H,NA,High Honors,3.77,Honors,79,Honors,73,Honors,High Honors,Honors,Honors
192,5100,1455,OB,300,S2C,Saint Vincent Hospital Massachusetts,H,NA,High Honors,43,Pass,7,Honors,22,Honors,High Honors,Pass,Honors
193,5101,1455,PE,300,S3A,Baystate Medical Center,HH,NA,Honors,3.39,NA,76,High Honors,91,High Honors,Honors,NA,High Honors
194,5101,1455,PS,300,S3B,Taunton State Hospital,H,NA,High Honors,99,Pass,76,Pass,79,Honors,High Honors,Pass,Pass
195,5101,1455,FC,300,S3C,Worcester Area North,H,NA,High Honors,39.68,NA,14,Pass,14.9,Honors,High Honors,NA,Pass
196,5400,1715,OB,300,S1B,UMMHC-Memorial Campus,H,80,Honors,39,Pass,7,Honors,21,Honors,Honors,Pass,Honors
197,5301,1715,FC,300,S3A,Worcester Area South,P,84.79,Honors,41.29,Pass,15.8,Pass,14.6,Pass,Honors,Pass,Pass
198,5301,1715,PE,300,S3B,UMMHC-University Campus,H,2.98,High Honors,3.56,Pass,75,Pass,77,Honors,High Honors,Pass,Pass
199,5401,1715,PS,300,S3C,UMMHC-8 East,H,88,High Honors,98,Pass,76,Honors,80,Honors,High Honors,Pass,Honors
200,5300,1715,SU,300,1B5,UMMHC-Memorial Colorectal,H,2.8,Honors,3.46,Pass,70,Honors,74,Honors,Honors,Pass,Honors
201,5300,1715,ME,300B,2A5,UMMHC-Memorial Campus,P,2.91,Honors,3.12,Pass,2,Honors,3,Pass,Honors,Pass,Honors
202,5300,1715,NU,302,2C3,UMMHC-University Campus,H,82.1,Honors,3.39,Pass,71,Honors,16,Honors,Honors,Pass,Honors
203,5200,1630,PS,300,S2A,Berkshire Medical Center,H,NA,Honors,81,Honors,90,Honors,86,Honors,Honors,Honors,Honors
204,5200,1630,FC,300,S2B,Worcester Area North,HH,NA,High Honors,42.11,High Honors,18.88,High Honors,18.44,High Honors,High Honors,High Honors,High Honors
205,5200,1630,PE,300,S2C,UMMHC-University Campus,HH,NA,Honors,3.26,High Honors,87,Honors,88,High Honors,Honors,High Honors,Honors
206,5201,1630,OB,300,S3A,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,44,High Honors,15,Honors,21,High Honors,High Honors,High Honors,Honors
207,5200,1630,ME,300B,1B5,UMMHC-Memorial Campus,H,NA,High Honors,3.53,Honors,3.2,Honors,3,Honors,High Honors,Honors,Honors
208,5200,1630,NU,302,1C3,Saint Vincent Hospital Massachusetts,P,NA,Honors,3.08,Honors,83,Honors,16,Pass,Honors,Honors,Honors
209,5201,1630,SU,300,3C5,UMMHC-University Haidak,HH,NA,High Honors,3.73,Honors,78,Honors,71,High Honors,High Honors,Honors,Honors
210,5200,1615,OB,300,S1B,Baystate Medical Center,H,NA,Honors,39,Honors,11,Honors,20,Honors,Honors,Honors,Honors
211,5201,1615,PE,300,S3A,UMMHC-University Campus,HH,NA,High Honors,3.79,Pass,83,Honors,86,High Honors,High Honors,Pass,Honors
212,5201,1615,PS,300,S3B,Berkshire Medical Center,HH,NA,High Honors,99,High Honors,92,Honors,86,High Honors,High Honors,High Honors,Honors
213,5201,1615,FC,300,S3C,Worcester Area North,H,NA,Honors,40.47,High Honors,18.9,High Honors,18.75,Honors,Honors,High Honors,High Honors
214,5200,1615,SU,300,1C5,Milford Regional Medical Center,H,NA,Honors,3.35,Honors,79,Honors,72,Honors,Honors,Honors,Honors
215,5200,1615,ME,300B,2B5,UMMHC-Memorial Campus,H,NA,High Honors,3.52,Honors,3.4,Honors,3,Honors,High Honors,Honors,Honors
216,5200,1615,NU,302,2C3,UMMHC-University Campus,HH,NA,High Honors,3.73,High Honors,86,High Honors,20,High Honors,High Honors,High Honors,High Honors
217,4900,1133,FC,300,S1A,Worcester Area South,H,NA,High Honors,38.88,NA,13.5,Pass,12.16,Honors,High Honors,NA,Pass
218,4900,1133,PE,300,S1B,UMMHC-University Campus,H,NA,Honors,3.23,NA,85,Pass,84,Honors,Honors,NA,Pass
219,4900,1133,PS,300,S1C,UMMHC-Psychiatric Treatment and Recovery Center (PTRC),H,NA,NA,NA,Honors,83,Honors,80,Honors,NA,Honors,Honors
220,4900,1133,SU,300,S2B,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.66,Pass,74,High Honors,80,Honors,High Honors,Pass,High Honors
221,4900,1133,OB,300,S2C,Milford Regional Medical Center,HH,NA,High Honors,43,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
222,4901,1133,NU,302,3A3,Milford Regional Medical Center,HH,NA,Honors,3.09,High Honors,86,High Honors,20,High Honors,Honors,High Honors,High Honors
223,5302,1990,OB,300,S1B,UMMHC-Memorial Campus,H,87,Honors,39,Honors,11,Honors,22,Honors,Honors,Honors,Honors
224,5302,1990,SU,300,1A5,Cape Cod Hospital,H,2.6,Honors,3.48,Pass,73,Honors,70,Honors,Honors,Pass,Honors
225,5000,1307,FC,300,S1A,Worcester Area South,H,NA,Honors,37.28,NA,13.8,Honors,12.89,Honors,Honors,NA,Honors
226,5000,1307,PE,300,S1B,UMMHC-University Campus,H,NA,Honors,3.25,NA,79,Honors,86,Honors,Honors,NA,Honors
227,5000,1307,PS,300,S1C,Berkshire Medical Center,H,NA,NA,NA,Honors,85,Pass,79,Honors,NA,Honors,Pass
228,5001,1307,OB,300,S3C,UMMHC-Memorial Campus,S,NA,NA,NA,Satisfactory,14,Satisfactory,25,Satisfactory,NA,Satisfactory,Satisfactory
229,5000,1307,NU,302,2A4,UMMHC-University Campus,P,NA,Honors,3.32,Honors,80,Pass,10,Pass,Honors,Honors,Pass
230,5000,1307,ME,300B,2B5,Milford Regional Medical Center,H,NA,High Honors,3.51,Pass,2.7,Honors,3,Honors,High Honors,Pass,Honors
231,5001,1307,SU,300,3B5,UMMHC-University Haidak,H,NA,Honors,2.94,Pass,75,Pass,78,Honors,Honors,Pass,Pass
232,5300,1739,OB,300,S1C,"Baystate Medical Center - Springfield, MA",H,84,High Honors,44,Pass,7,Honors,20,Honors,High Honors,Pass,Honors
233,5301,1739,PE,300,S3A,"Baystate Medical Center - Springfield, MA",H,3.29,High Honors,3.59,Pass,76,Honors,85,Honors,High Honors,Pass,Honors
234,5301,1739,FC,300,S3B,"Baystate Medical Center - Springfield, MA",HH,95.87,High Honors,44.16,Honors,18.4,High Honors,18.71,High Honors,High Honors,Honors,High Honors
235,5301,1739,PS,300,S3C,"Baystate Medical Center - Springfield, MA",HH,91,High Honors,90,Honors,85,High Honors,91,High Honors,High Honors,Honors,High Honors
236,5300,1739,SU,300,1A5,"Baystate Medical Center - Springfield, MA",H,2.8,High Honors,3.67,Pass,71,Pass,69,Honors,High Honors,Pass,Pass
237,5300,1739,NU,302,2A4,"Baystate Medical Center - Springfield, MA",HH,95.3,High Honors,3.83,High Honors,85,Honors,18,High Honors,High Honors,High Honors,Honors
238,5300,1739,ME,300B,2C5,"Baystate Medical Center - Springfield, MA",HH,3.58,High Honors,3.58,Pass,2.6,High Honors,4,High Honors,High Honors,Pass,High Honors
239,4900,1173,PE,300,S2A,UMMHC-University Campus,H,NA,High Honors,3.46,NA,83,Honors,89,Honors,High Honors,NA,Honors
240,4900,1173,PS,300,S2B,UMMHC-8 East,H,NA,NA,NA,Honors,85,Honors,86,Honors,NA,Honors,Honors
241,4900,1173,FC,300,S2C,Middlesex County,HH,NA,High Honors,40,NA,13.9,High Honors,14.78,High Honors,High Honors,NA,High Honors
242,4901,1173,SU,300,S3B,Cape Cod Hospital,HH,NA,High Honors,3.79,High Honors,80,High Honors,86,High Honors,High Honors,High Honors,High Honors
243,4901,1173,OB,300,S3C,UMMHC-Memorial Campus,HH,NA,High Honors,41,High Honors,15,High Honors,23,High Honors,High Honors,High Honors,High Honors
244,4900,1173,NU,302,1C3,Lahey Hospital & Medical Center,H,NA,High Honors,3.69,Honors,83,Pass,13,Honors,High Honors,Honors,Pass
245,5100,1427,NU,302,S1B,Saint Vincent Hospital Massachusetts,P,NA,Honors,3.33,Honors,78,Pass,13,Pass,Honors,Honors,Pass
246,5100,1427,ME,300B,S1C,UMMHC-Marlborough Hospital,H,NA,Honors,3.37,Honors,3.3,Pass,2,Honors,Honors,Honors,Pass
247,5100,1427,OB,300,S2A,Milford Regional Medical Center,H,NA,High Honors,41,Honors,11,Honors,20,Honors,High Honors,Honors,Honors
248,5100,1427,SU,300,S2B,Berkshire Medical Center,H,NA,High Honors,3.6,Pass,74,Honors,73,Honors,High Honors,Pass,Honors
249,5101,1427,PS,300,S3A,Taunton State Hospital,H,NA,Pass,65,Honors,85,High Honors,91,Honors,Pass,Honors,High Honors
250,5101,1427,PE,300,S3B,UMMHC-University Campus,H,NA,High Honors,3.52,NA,71,Pass,77,Honors,High Honors,NA,Pass
251,5101,1427,FC,300,S3C,Worcester Area South,H,NA,Honors,36.48,NA,12.1,Honors,16.3,Honors,Honors,NA,Honors
252,5400,1998,OB,300,S2B,Cape Cod Hospital,HH,91,High Honors,45,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
253,5401,1998,FC,300,S3A,Worcester Area South,H,92.49,High Honors,42.93,Honors,16.6,High Honors,18.06,Honors,High Honors,Honors,High Honors
254,5401,1998,PE,300,S3B,Baystate Medical Center,HH,3.67,High Honors,3.72,Honors,82,High Honors,93,High Honors,High Honors,Honors,High Honors
255,5401,1998,PS,300,S3C,Cape Cod Hospital,HH,91,High Honors,97,Pass,76,High Honors,88,High Honors,High Honors,Pass,High Honors
256,5400,1998,ME,300B,1B5,Falmouth Hospital,H,3.43,High Honors,3.66,Pass,2.8,Honors,3,Honors,High Honors,Pass,Honors
257,5400,1998,SU,300,2C5,UMMHC-University Haidak,H,3.4,High Honors,3.78,Pass,75,High Honors,80,Honors,High Honors,Pass,High Honors
258,5102,1444,NU,302,1B3,UMMHC-University Campus,H,NA,High Honors,3.63,Honors,76,Honors,17,Honors,High Honors,Honors,Honors
259,5102,1444,ME,300B,1C5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.62,Pass,2.4,Honors,3,Honors,High Honors,Pass,Honors
260,5100,1389,FC,300,S1A,Worcester Area South,H,NA,Honors,37.28,NA,12.1,Honors,16.88,Honors,Honors,NA,Honors
261,5100,1389,PE,300,S1B,UMMHC-University Campus,H,NA,Honors,3,NA,73,Honors,85,Honors,Honors,NA,Honors
262,5000,1389,PS,300,S1C,Cape Cod Hospital,H,NA,NA,NA,Honors,82,Honors,80,Honors,NA,Honors,Honors
263,5001,1389,OB,300,S3C,UMMHC-Memorial Campus,S,NA,NA,NA,Satisfactory,14,Satisfactory,23,Satisfactory,NA,Satisfactory,Satisfactory
264,5000,1389,NU,302,2B3,Cape Cod Hospital,P,NA,Pass,2.5,Pass,70,Pass,13,Pass,Pass,Pass,Pass
265,5000,1389,ME,300B,2C5,Saint Vincent Hospital Massachusetts,P,NA,Pass,2.99,Pass,2,Pass,2,Pass,Pass,Pass,Pass
266,5001,1389,SU,300,3A5,Cape Cod Hospital,H,NA,Honors,3.2,Pass,64,Pass,75,Honors,Honors,Pass,Pass
267,5400,1985,PS,300,S1A,Baystate Medical Center,H,89,High Honors,93,Honors,82,Pass,79,Honors,High Honors,Honors,Pass
268,5400,1985,FC,300,S1B,Worcester Area North,HH,94.55,High Honors,44.16,Pass,17,High Honors,18.39,High Honors,High Honors,Pass,High Honors
269,5400,1985,PE,300,S1C,Baystate Medical Center,P,2.9,High Honors,3.5,Pass,73,Pass,76,Pass,High Honors,Pass,Pass
270,5401,1985,OB,300,S3C,UMMHC-Memorial Campus,H,86,High Honors,41,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
271,5400,1985,ME,300B,2B5,UMMHC-Memorial Campus,H,3.32,High Honors,3.61,Pass,2.3,Honors,3,Honors,High Honors,Pass,Honors
272,5400,1985,NU,302,2C3,Baystate Medical Center,H,87.9,High Honors,4,Pass,70,Honors,81,Honors,High Honors,Pass,Honors
273,5401,1985,SU,300,3A5,Saint Vincent Hospital Massachusetts,H,3.4,High Honors,3.71,Pass,71,High Honors,79,Honors,High Honors,Pass,High Honors
274,5400,1987,FC,300,S1B,"Baystate Medical Center - Springfield, MA",H,89.52,High Honors,42.52,Pass,17.2,Pass,15.5,Honors,High Honors,Pass,Pass
275,5400,1987,PE,300,S1C,"Baystate Medical Center - Springfield, MA",H,3.38,High Honors,3.56,Pass,70,High Honors,90,Honors,High Honors,Pass,High Honors
276,5401,1987,OB,300,S3C,"Baystate Medical Center - Springfield, MA",HH,89,High Honors,42,Honors,11,Honors,22,High Honors,High Honors,Honors,Honors
277,5400,1987,NU,302,2B3,"Baystate Medical Center - Springfield, MA",H,88.6,High Honors,3.78,Pass,73,High Honors,87,Honors,High Honors,Pass,High Honors
278,5400,1987,ME,300B,2C5,"Baystate Medical Center - Springfield, MA",H,3.38,High Honors,3.67,Pass,2.4,Honors,3,Honors,High Honors,Pass,Honors
279,5401,1987,SU,300,3A5,"Baystate Medical Center - Springfield, MA",H,3.2,High Honors,3.52,Pass,74,High Honors,77,Honors,High Honors,Pass,High Honors
280,4900,1214,SU,300,S1B,Cape Cod Hospital,H,NA,Honors,2.79,Pass,67,Honors,74,Honors,Honors,Pass,Honors
281,4900,1214,OB,300,S1C,UMMHC-Memorial Campus,H,NA,Honors,34,Honors,11,Honors,21,Honors,Honors,Honors,Honors
282,4900,1214,PE,300,S2A,UMMHC-University Campus,H,NA,Honors,3.05,NA,81,Honors,86,Honors,Honors,NA,Honors
283,4900,1214,FC,300,S2B,Worcester Area South,H,NA,Honors,35.68,NA,13.4,High Honors,14.06,Honors,Honors,NA,High Honors
284,4900,1214,PS,300,S2C,Worcester Recovery Center and Hospital - Adolescent Unit,H,NA,NA,NA,Honors,86,Honors,85,Honors,NA,Honors,Honors
285,4901,1214,NU,302,3A3,UMMHC-University Campus,H,NA,High Honors,3.88,Honors,77,Pass,13,Honors,High Honors,Honors,Pass
286,4900,1179,SU,300,S1B,UMMHC-University & Memorial Campuses,H,NA,Honors,3.17,Pass,66,High Honors,75,Honors,Honors,Pass,High Honors
287,4900,1179,OB,300,S1C,UMMHC-Memorial Campus,H,NA,High Honors,41,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
288,4900,1179,FC,300,S2A,Southeast Area,H,NA,Honors,34.32,NA,13,Honors,12.34,Honors,Honors,NA,Honors
289,4900,1179,PS,300,S2B,UMMHC-Psychiatric Treatment and Recovery Center (PTRC),H,NA,NA,NA,Pass,78,Honors,83,Honors,NA,Pass,Honors
290,4900,1179,PE,300,S2C,UMMHC-University Campus,H,NA,Honors,3.27,NA,82,Pass,83,Honors,Honors,NA,Pass
291,4901,1179,NU,302,3B4,UMMHC-University Campus,H,NA,High Honors,3.5,Honors,76,Honors,17,Honors,High Honors,Honors,Honors
292,4902,1264,PS,300,S1A,Worcester Recovery Center and Hospital - Adult Unit,H,NA,NA,NA,Honors,82,Honors,82,Honors,NA,Honors,Honors
293,4902,1264,FC,300,S1B,Worcester Area South,H,NA,Honors,35.28,NA,13.07,Pass,11.04,Honors,Honors,NA,Pass
294,4902,1264,PE,300,S1C,UMMHC-University Campus,P,NA,Honors,3.05,NA,72,Pass,84,Pass,Honors,NA,Pass
295,5401,1264,OB,300,S3A,UMMHC-Memorial Campus,H,76,Honors,37,Pass,7,Honors,21,Honors,Honors,Pass,Honors
296,5400,1264,ME,300B,2B5,Saint Vincent Hospital Massachusetts,H,3.48,High Honors,3.64,Pass,2.5,High Honors,3.5,Honors,High Honors,Pass,High Honors
297,5400,1264,NU,302,2C3,UMMHC-University Campus,H,85.85,High Honors,3.79,Pass,76,Honors,78,Honors,High Honors,Pass,Honors
298,5401,1264,SU,300,3B5,Cape Cod Hospital,HH,3.8,High Honors,3.95,Honors,79,High Honors,79,High Honors,High Honors,Honors,High Honors
299,5400,1859,PE,300,S1A,"Baystate Medical Center - Springfield, MA",H,3.05,High Honors,3.45,Pass,67,PASS,83,Honors,High Honors,Pass,Pass
300,5400,1859,FC,300,S1B,"Baystate Medical Center - Springfield, MA",H,93.83,High Honors,42.58,Honors,18.2,High Honors,19.35,Honors,High Honors,Honors,High Honors
301,5400,1859,PS,300,S1C,"Baystate Medical Center - Springfield, MA",HH,94,High Honors,100,Honors,82,High Honors,90,High Honors,High Honors,Honors,High Honors
302,5301,1859,OB,300,S3C,"Baystate Medical Center - Springfield, MA",H,83,High Honors,43,PASS,7,Honors,21,Honors,High Honors,Pass,Honors
303,5400,1859,ME,300B,2A5,"Baystate Medical Center - Springfield, MA",H,3.34,High Honors,3.7,Pass,2.1,Honors,3,Honors,High Honors,Pass,Honors
304,5400,1859,NU,302,2C3,"Baystate Medical Center - Springfield, MA",H,86.375,High Honors,3.88,Pass,71.5,Honors,76,Honors,High Honors,Pass,Honors
305,5301,1859,SU,300,3A5,"Baystate Medical Center - Springfield, MA",P,2.4,Honors,3.42,Pass,73,PASS,66,Pass,Honors,Pass,Pass
306,5000,1208,OB,300,S2C,Saint Vincent Hospital Massachusetts,H,NA,High Honors,42,Pass,7,Honors,22,Honors,High Honors,Pass,Honors
307,5001,1208,PS,300,S3A,Worcester Recovery Center and Hospital - Adult Unit,H,NA,NA,NA,Pass,75,Honors,89,Honors,NA,Pass,Honors
308,5001,1208,FC,300,S3B,Worcester Area North,H,NA,High Honors,39.56,NA,14.4,Pass,11.15,Honors,High Honors,NA,Pass
309,5001,1208,PE,300,S3C,UMMHC-University Campus,S,NA,NA,NA,Satisfactory,NA,Satisfactory,88,Satisfactory,NA,Satisfactory,Satisfactory
310,5000,1208,ME,300B,1B5,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.29,Honors,3.3,Pass,2.5,Honors,Honors,Honors,Pass
311,5000,1208,NU,302,1C3,Holyoke Health Center,P,NA,Honors,3.2,Honors,82,Pass,13,Pass,Honors,Honors,Pass
312,5000,1208,SU,300,2A5,Cape Cod Hospital,H,NA,High Honors,3.6,Pass,72,Pass,70,Honors,High Honors,Pass,Pass
313,5100,1529,SU,300,S1A,Cape Cod Hospital,H,NA,Honors,3.36,Pass,74,High Honors,76,Honors,Honors,Pass,High Honors
314,5100,1529,OB,300,S1C,UMMHC-Memorial Campus,HH,NA,High Honors,45,Honors,11,Honors,22,High Honors,High Honors,Honors,Honors
315,5100,1529,FC,300,S2A,Worcester Area South,H,NA,High Honors,38.88,NA,13.3,High Honors,18.44,Honors,High Honors,NA,High Honors
316,5100,1529,PE,300,S2B,UMMHC-University Campus,H,NA,Honors,2.95,NA,82,Honors,88,Honors,Honors,NA,Honors
317,5100,1529,PS,300,S2C,UMMHC-8 East,H,NA,High Honors,92,Honors,83,Honors,87,Honors,High Honors,Honors,Honors
318,5101,1529,NU,302,S3B,Baystate Medical Center,HH,NA,High Honors,3.66,High Honors,91,Pass,10,High Honors,High Honors,High Honors,Pass
319,5101,1529,ME,300B,S3C,Milford Regional Medical Center,H,NA,High Honors,3.84,Pass,2.3,Honors,3,Honors,High Honors,Pass,Honors
320,5400,1801,OB,300,S1C,Berkshire Medical Center,H,88,High Honors,43,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
321,5400,1801,PS,300,S2A,UMMHC-C/L,H,89,High Honors,95,Pass,80,Honors,82,Honors,High Honors,Pass,Honors
322,5400,1801,FC,300,S2B,Worcester Area North,H,93.42,Honors,41.29,High Honors,18.4,High Honors,19.03,Honors,Honors,High Honors,High Honors
323,5400,1801,PE,300,S2C,UMMHC-University Campus,H,3.34,High Honors,3.48,Honors,78,Honors,87,Honors,High Honors,Honors,Honors
324,5400,1801,SU,300,1A5,UMMHC-University ACS,H,3.4,High Honors,3.78,Honors,76,Honors,72,Honors,High Honors,Honors,Honors
325,5401,1801,ME,300B,3A5,Milford Regional Medical Center,HH,3.57,High Honors,3.66,High Honors,3.8,Honors,3,High Honors,High Honors,High Honors,Honors
326,5401,1801,NU,302,3B3,UMMHC-University Campus,H,85.5,Honors,3.44,Honors,82,Honors,79,Honors,Honors,Honors,Honors
327,5000,1380,PE,300,S2A,UMMHC-University Campus,H,NA,Honors,3.37,NA,83,Pass,83,Honors,Honors,NA,Pass
328,5000,1380,FC,300,S2B,Worcester Area South,H,NA,High Honors,38.08,NA,13.41,Honors,13.33,Honors,High Honors,NA,Honors
329,5000,1380,PS,300,S2C,Cape Cod Hospital,H,NA,NA,NA,Honors,88,Honors,84,Honors,NA,Honors,Honors
330,5001,1380,OB,300,S3C,Cape Cod Hospital,S,NA,NA,NA,Satisfactory,22,Satisfactory,26,Satisfactory,NA,Satisfactory,Satisfactory
331,5000,1380,ME,300B,1B5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.53,Honors,3.3,Honors,3,Honors,High Honors,Honors,Honors
332,5000,1380,NU,302,1C3,UMMHC-University Campus,HH,NA,High Honors,3.5,Honors,83,Honors,17,High Honors,High Honors,Honors,Honors
333,5001,1380,SU,300,3A5,Cape Cod Hospital,H,NA,Honors,3.44,High Honors,81,Pass,76,Honors,Honors,High Honors,Pass
334,5000,1046,OB,300,S1A,UMMHC-Memorial Campus,H,NA,Honors,37,Pass,7,Honors,21,Honors,Honors,Pass,Honors
335,4900,1046,SU,300,S1C,UMMHC-University & Memorial Campuses,H,NA,Honors,2.83,Pass,65,Honors,71,Honors,Honors,Pass,Honors
336,4901,1046,PE,300,S3A,UMMHC-University Campus,P,NA,Pass,2.71,NA,64,Honors,85,Pass,Pass,NA,Honors
337,4901,1046,FC,300,S3B,Worcester Area South,P,NA,Honors,34.26,NA,11.1,Honors,12.47,Pass,Honors,NA,Honors
338,4901,1046,PS,300,S3C,TaraVista Behavioral Health Center,H,NA,NA,NA,Pass,74,Honors,84,Honors,NA,Pass,Honors
339,4900,1046,NU,302,2C3,UMMHC-University Campus,P,NA,Honors,2.83,Pass,64,Honors,16,Pass,Honors,Pass,Honors
340,4900,1104,OB,300,S1A,Milford Regional Medical Center,H,NA,High Honors,44,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
341,5400,1973,OB,300,S1C,"Baystate Medical Center - Springfield, MA",H,84,High Honors,43,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
342,5400,1973,PS,300,S2A,"Baystate Medical Center - Springfield, MA",HH,89,High Honors,92,Pass,76,High Honors,88,High Honors,High Honors,Pass,High Honors
343,5400,1973,FC,300,S2B,"Baystate Medical Center - Springfield, MA",H,91.11,High Honors,42.52,Pass,15.8,High Honors,18.39,Honors,High Honors,Pass,High Honors
344,5400,1973,PE,300,S2C,"Baystate Medical Center - Springfield, MA",H,3.05,Honors,3.38,Honors,82,Pass,83,Honors,Honors,Honors,Pass
345,5400,1973,SU,300,1A5,"Baystate Medical Center - Springfield, MA",H,2.8,Honors,3.34,Pass,64,Honors,70,Honors,Honors,Pass,Honors
346,5401,1973,NU,302,3B3,"Baystate Medical Center - Springfield, MA",H,87.55,High Honors,3.74,Honors,78,Honors,86,Honors,High Honors,Honors,Honors
347,5401,1973,ME,300B,3C5,"Baystate Medical Center - Springfield, MA",H,3.41,High Honors,3.71,Pass,2.5,Honors,3,Honors,High Honors,Pass,Honors
348,5100,1496,OB,300,S1A,UMMHC-Memorial Campus,H,NA,High Honors,41,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
349,5100,1496,SU,300,S1C,Cape Cod Hospital,H,NA,High Honors,3.61,Pass,74,Honors,73,Honors,High Honors,Pass,Honors
350,5100,1496,PS,300,S2A,Cape Cod Hospital,H,NA,High Honors,96,Honors,85,Honors,83,Honors,High Honors,Honors,Honors
351,5100,1496,FC,300,S2B,Southeast Area,HH,NA,High Honors,38.88,NA,12.9,High Honors,18.13,High Honors,High Honors,NA,High Honors
352,5100,1496,PE,300,S2C,UMMHC-University Campus,H,NA,Honors,3.36,NA,72,Pass,80,Honors,Honors,NA,Pass
353,5101,1496,ME,300B,S3B,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.64,Pass,2.3,Honors,3,Honors,High Honors,Pass,Honors
354,5101,1496,NU,302,S3C,Berkshire Medical Center,H,NA,High Honors,3.58,Pass,74,Honors,17,Honors,High Honors,Pass,Honors
355,5200,1591,PS,300,S2A,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,97,High Honors,92,Honors,81,High Honors,High Honors,High Honors,Honors
356,5200,1591,FC,300,S2B,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,44.57,Honors,17.38,High Honors,18.44,High Honors,High Honors,Honors,High Honors
357,5200,1591,PE,300,S2C,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.86,Honors,84,High Honors,95,High Honors,High Honors,Honors,High Honors
